name,Tel,region,address,class,longitude,latitude,name_pinyin,address_pinyin,region_pinyin
白瀑寺,61837783;136****6017,昌平区,雁翅镇淤白村,Religion,115.920898,40.117802,bai pu si,yan chi zhen yu bai cun,chang ping qu
小辛庄樱桃园,135****8998,回龙观,西集镇小辛庄村,Other Attractions/Side Trip,116.374229,40.095272,xiao xin zhuang ying tao yuan,xi ji zhen xiao xin zhuang cun,hui long guan
礼贤聚贤庄生态园种植园,89277035,大兴区,昕升村辛西路26号,Botanical Garden,116.341995,39.539135,li xian ju xian zhuang sheng tai yuan zhong zhi yuan,xin sheng cun xin xi lu 26 hao,da xing qu
新东安广场,,王府井/东单,王府井大街138号,Square,116.411522,39.915051,xin dong an guang chang,wang fu jing da jie 138 hao,wang fu jing / dong dan
大德寺,,昌平区,禾子涧路与老东路交叉口西北150米,Religion,115.92924,40.172917,da de si,he zi jian lu yu lao dong lu jiao cha kou xi bei 150 mi,chang ping qu
北京青年Travel Agency股份有限公司,69693270;69693271,斜街,迎宾中路甲27号,Travel Agency,116.636887,40.320057,bei jing qing nian T r a v e l   A g e n c y gu fen you xian gong si,ying bin zhong lu jia 27 hao,xie jie
天鹅湖生态旅游风景区,136****7174,房山区,张坊镇宋各庄村,Natural Scenery,115.708542,39.597557,tian e hu sheng tai lv you feng jing qu,zhang fang zhen song ge zhuang cun,fang shan qu
club med,64136565,东大桥,朝阳北路237号复星国际中心2905室（近燕莎桥）,Travel Agency,116.455536,39.924164,c l u b   m e d,zhao yang bei lu 237 hao fu xing guo ji zhong xin 2905 shi （ jin yan sha qiao ）,dong da qiao
明皇城东安门遗址,,王府井/东单,东安门大街55号(王府世纪大厦斜对面),Acient Ruins,116.40696,39.91544,ming huang cheng dong an men yi zhi,dong an men da jie 55 hao ( wang fu shi ji da sha xie dui mian ),wang fu jing / dong dan
玄门堂康体俱乐部,83505981,右安门,育新街47号清芷园会所（近陶然亭公园南门）,Other Attractions/Side Trip,116.372948,39.87252,xuan men tang kang ti ju le bu,yu xin jie 47 hao qing zhi yuan hui suo （ jin tao ran ting gong yuan nan men ）,you an men
南苑农场,67977008;67981866,西红门,南苑团河路北口车站南苑村绿化队,Other Attractions/Side Trip,116.379143,39.795456,nan yuan nong chang,nan yuan tuan he lu bei kou che zhan nan yuan cun lv hua dui,xi hong men
李遂生态园,89481188,南彩镇,龙太路4号,Botanical Garden,116.765068,40.100174,li sui sheng tai yuan,long tai lu 4 hao,nan cai zhen
后海野鸭岛,66162868,后海/什刹海,东明胡同2号,Natural Scenery,116.3806,39.944744,hou hai ye ya dao,dong ming hu tong 2 hao,hou hai / shi cha hai
朝阳公园游乐园,65383161;65065409,朝阳公园/团结湖,农展南路1号（朝阳公园内）,Amusement Park,116.481468,39.939625,zhao yang gong yuan you le yuan,nong zhan nan lu 1 hao （ zhao yang gong yuan nei ）,zhao yang gong yuan / tuan jie hu
天通苑水上乐园,59793581;188****4645,天通苑,天通苑北三区55号楼8单元202号,Water Park,116.42498,40.079765,tian tong yuan shui shang le yuan,tian tong yuan bei san qu 55 hao lou 8 dan yuan 202 hao,tian tong yuan
元代谷风景区,56235710,延庆区其他,新宝庄村东山,Natural Scenery,115.976755,40.405455,yuan dai gu feng jing qu,xin bao zhuang cun dong shan,yan qing qu qi ta
镇国寺,,草桥/公益西桥,镇国寺,Religion,116.352905,39.844205,zhen guo si,zhen guo si,cao qiao / gong yi xi qiao
紫溪庄园,61416016,顺义区,高各庄（近木北路）,Other Attractions/Side Trip,116.829781,40.093418,zi xi zhuang yuan,gao ge zhuang （ jin mu bei lu ）,shun yi qu
潮岭渔村,89617188,神堂峪,官地村村委会北1000米,Human Heritage,116.631189,40.431629,chao ling yu cun,guan di cun cun wei hui bei 1000 mi,shen tang yu
葡山公园,69841870,门头沟城区,滨河路葡山小区对面,City Park,116.113745,39.925408,pu shan gong yuan,bin he lu pu shan xiao qu dui mian,men tou gou cheng qu
中贸国际商务Travel Agency,4000170017,建外大街,建外大街16号楼东方瑞景1号楼2307房间,Travel Agency,116.443085,39.906654,zhong mao guo ji shang wu T r a v e l   A g e n c y,jian wai da jie 16 hao lou dong fang rui jing 1 hao lou 2307 fang jian,jian wai da jie
新桥公园,,门头沟城区,新桥大街与大峪后街交叉口处,City Park,116.102386,39.938057,xin qiao gong yuan,xin qiao da jie yu da yu hou jie jiao cha kou chu,men tou gou cheng qu
中医学院医史博物馆,64286679;64286672,安贞,北三环东路11号北京中医药大学,Museum,116.426674,39.970535,zhong yi xue yuan yi shi bo wu guan,bei san huan dong lu 11 hao bei jing zhong yi yao da xue,an zhen
中青旅遨游网,89192102,方庄/蒲黄榆,南三环紫芳园六区3号楼1层1单元102室,Travel Agency,116.439671,39.860821,zhong qing lv ao you wang,nan san huan zi fang yuan liu qu 3 hao lou 1 ceng 1 dan yuan 102 shi,fang zhuang / pu huang yu
花溪薰衣草庄园,,渤海镇/慕田峪长城,渤三路,Botanical Garden,116.508252,40.403602,hua xi xun yi cao zhuang yuan,bo san lu,bo hai zhen / mu tian yu chang cheng
乐活游,61136880,天通苑,立汤路186号龙德紫金2-916室,Travel Agency,116.414561,40.061641,le huo you,li tang lu 186 hao long de zi jin 2 - 916 shi,tian tong yuan
北京青年Travel Agency,150****6978,东直门,东直门外大街42号宇飞大厦804室,Travel Agency,116.437508,39.940189,bei jing qing nian T r a v e l   A g e n c y,dong zhi men wai da jie 42 hao yu fei da sha 804 shi,dong zhi men
玺园文化园,62878863,颐和园,颐和园路三岔口33号,Park/Square,116.277138,40.003029,xi yuan wen hua yuan,yi he yuan lu san cha kou 33 hao,yi he yuan
仰山公园,,亚运村,奥运村街道北五环仰山桥南侧,City Park,116.412498,40.018524,yang shan gong yuan,ao yun cun jie dao bei wu huan yang shan qiao nan ce,ya yun cun
稻香湖景欢乐岛温泉城堡,58718888;58718188,上庄,苏家坨稻香湖路28号,Hot Spring,116.184394,40.091438,dao xiang hu jing huan le dao wen quan cheng bao,su jia tuo dao xiang hu lu 28 hao,shang zhuang
小屯公园,134****9258,青塔,卢沟桥街道小屯西路与兴源路交叉口东南角,City Park,116.250122,39.870289,xiao tun gong yuan,lu gou qiao jie dao xiao tun xi lu yu xing yuan lu jiao cha kou dong nan jiao,qing ta
环球易飞商旅,64804966,亚运村,安立路慧中北里309号第五大道16楼,Travel Agency,116.407346,40.003236,huan qiu yi fei shang lv,an li lu hui zhong bei li 309 hao di wu da dao 16 lou,ya yun cun
凤凰中心,65207998;65207997,朝阳公园/团结湖,朝阳公园南路3号,Modern Building,116.473733,39.934656,feng huang zhong xin,zhao yang gong yuan nan lu 3 hao,zhao yang gong yuan / tuan jie hu
妫河森林公园,,延庆区其他,环湖南路妫水河,Forest Park,115.944771,40.444481,gui he sen lin gong yuan,huan hu nan lu gui shui he,yan qing qu qi ta
清河营郊野公园,,朝阳区,来广营乡北苑东路,City Park,116.444851,40.055259,qing he ying jiao ye gong yuan,lai guang ying xiang bei yuan dong lu,zhao yang qu
中唐国际Travel Agency,188****5666,公主坟/万寿路,羊坊店路18号光耀东方5561室,Travel Agency,116.322417,39.898637,zhong tang guo ji T r a v e l   A g e n c y,yang fang dian lu 18 hao guang yao dong fang 5561 shi,gong zhu fen / wan shou lu
平房天主堂,,朝阳区,平房街正街87号,Religion,116.54115,39.93963,ping fang tian zhu tang,ping fang jie zheng jie 87 hao,zhao yang qu
艾悠游信息技术有限公司,56296615,天坛,长青园路长青园7号,Travel Agency,116.42368,39.87487,ai you you xin xi ji zhu you xian gong si,chang qing yuan lu chang qing yuan 7 hao,tian tan
北京青年Travel Agency,156****1603,刘家窑/宋家庄,东铁匠营五间楼10号B座G26室,Travel Agency,116.42466,39.848171,bei jing qing nian T r a v e l   A g e n c y,dong tie jiang ying wu jian lou 10 hao B zuo G 26 shi,liu jia yao / song jia zhuang
房山基督教堂,81388077,良乡,太平庄南路太平庄社区菜市场南侧约30米,Religion,116.118937,39.733257,fang shan ji du jiao tang,tai ping zhuang nan lu tai ping zhuang she qu cai shi chang nan ce yue 30 mi,liang xiang
王平湿地,,门头沟区,韭园村（色坟村附近）,Natural Scenery,115.993629,39.969696,wang ping shi di,jiu yuan cun （ se fen cun fu jin ）,men tou gou qu
中国政协文史馆,66193254,复兴门,太平桥大街23号,Exhibition Gallery,116.362465,39.918877,zhong guo zheng xie wen shi guan,tai ping qiao da jie 23 hao,fu xing men
清源公园,,黄村,黄村镇清源西路孙庄子村北口向西200米,City Park,116.305763,39.733971,qing yuan gong yuan,huang cun zhen qing yuan xi lu sun zhuang zi cun bei kou xiang xi 200 mi,huang cun
东升清河培黎公园,,清河,清河南大街,City Park,116.349068,40.022572,dong sheng qing he pei li gong yuan,qing he nan da jie,qing he
嘉河公园,,马家堡/角门,300路公交车站对面,City Park,116.362625,39.853271,jia he gong yuan,300 lu gong jiao che zhan dui mian,ma jia bao / jiao men
北京航空航天博物馆,82339701,牡丹园/北太平庄,学院路37号北京航空航天大学校内（近北航东南门）,Museum,116.350685,39.981926,bei jing hang kong hang tian bo wu guan,xue yuan lu 37 hao bei jing hang kong hang tian da xue xiao nei （ jin bei hang dong nan men ）,mu dan yuan / bei tai ping zhuang
神舟国际Travel Agency,64253937;64269986,安贞,安定门外大街80号甲楼1层,Travel Agency,116.409015,39.959375,shen zhou guo ji T r a v e l   A g e n c y,an ding men wai da jie 80 hao jia lou 1 ceng,an zhen
北京海德温泉酒店,58395555;58395511,十里堡,青年路西里1号院,Hot Spring,116.516208,39.93549,bei jing hai de wen quan jiu dian,qing nian lu xi li 1 hao yuan,shi li bao
圜丘坛,67013036,天坛,天坛东里2号天坛公园,Natural Scenery,116.413155,39.876934,yuan qiu tan,tian tan dong li 2 hao tian tan gong yuan,tian tan
协和学术会堂,,王府井/东单,帅府园1号,Other Attractions/Side Trip,116.412834,39.91238,xie he xue zhu hui tang,shuai fu yuan 1 hao,wang fu jing / dong dan
鑫桃源生态园,186****7071;137****9231,平谷区,桃园大街11号,Botanical Garden,117.147726,40.362096,xin tao yuan sheng tai yuan,tao yuan da jie 11 hao,ping gu qu
通惠国际文化创意大街,158****5332,大望路,西大望路甲十二号北京国家广告产业园,Sightseeing District,116.475931,39.904073,tong hui guo ji wen hua chuang yi da jie,xi da wang lu jia shi er hao bei jing guo jia guang gao chan ye yuan,da wang lu
北京逍遥假期Travel Agency,56190709,建外大街,雅宝路12号华声国际大厦602室,Travel Agency,116.436092,39.914069,bei jing xiao yao jia qi T r a v e l   A g e n c y,ya bao lu 12 hao hua sheng guo ji da sha 602 shi,jian wai da jie
东晨Travel Agency,63469867;63262346,六里桥/丽泽桥,西站南路丽泽雅园小区9号楼1005室,Travel Agency,116.322556,39.870529,dong chen T r a v e l   A g e n c y,xi zhan nan lu li ze ya yuan xiao qu 9 hao lou 1005 shi,liu li qiao / li ze qiao
朱炳仁艺术博物馆,56049884,798/大山子,酒仙桥路4号北京798艺术区友谊大厦1层,Museum,116.491951,39.984074,zhu bing ren yi zhu bo wu guan,jiu xian qiao lu 4 hao bei jing 798 yi zhu qu you yi da sha 1 ceng,798 / da shan zi
后山艺术空间,84004774,东直门,东直门外香河园路1号当代MOMA园区T8楼北,Creative Industry Center,116.438118,39.9515,hou shan yi zhu kong jian,dong zhi men wai xiang he yuan lu 1 hao dang dai M O M A yuan qu T 8 lou bei,dong zhi men
通州清真寺,69543124,新华大街,回民胡同1号（近通州火车站）,Religion,116.669868,39.907455,tong zhou qing zhen si,hui min hu tong 1 hao （ jin tong zhou huo che zhan ）,xin hua da jie
北杨洼观音寺,,梨园,梨园北街北杨洼小区西门西侧,Religion,116.668884,39.888706,bei yang wa guan yin si,li yuan bei jie bei yang wa xiao qu xi men xi ce,li yuan
乾鼎老酒博物馆,64040299,地安门,赵府街69号(近张旺胡同),Museum,116.396606,39.944538,gan ding lao jiu bo wu guan,zhao fu jie 69 hao ( jin zhang wang hu tong ),di an men
中视国际Travel Agency,57112277,三里屯/工体,新中东街3号院1号楼701号,Travel Agency,116.442757,39.936653,zhong shi guo ji T r a v e l   A g e n c y,xin zhong dong jie 3 hao yuan 1 hao lou 701 hao,san li tun / gong ti
三里屯东五街银杏大道,,三里屯/工体,三里屯东五街,Pedestrian Zone,116.45742,39.943924,san li tun dong wu jie yin xing da dao,san li tun dong wu jie,san li tun / gong ti
环境国旅,67022357,天坛,金鱼池中街2号11号,Travel Agency,116.407776,39.891525,huan jing guo lv,jin yu chi zhong jie 2 hao 11 hao,tian tan
凯撒旅游,137****7604,亚运村,安慧北里逸园甲11号楼1层101-02室,Travel Agency,116.414146,40.002518,kai sa lv you,an hui bei li yi yuan jia 11 hao lou 1 ceng 101 - 02 shi,ya yun cun
众信旅游,68636190,鲁谷,鲁谷街道银河大街6号院1号楼银河财智中心1层106室,Travel Agency,116.22171,39.904305,zhong xin lv you,lu gu jie dao yin he da jie 6 hao yuan 1 hao lou yin he cai zhi zhong xin 1 ceng 106 shi,lu gu
众信旅游,87680160,方庄/蒲黄榆,方庄街道蒲芳路22号楼22-2幢1层底商（方庄环岛 邮局）,Travel Agency,116.430011,39.865541,zhong xin lv you,fang zhuang jie dao pu fang lu 22 hao lou 22 - 2 chuang 1 ceng di shang （ fang zhuang huan dao   you ju ）,fang zhuang / pu huang yu
中商国旅,88385556,阜成门,车公庄大街2号院1楼9号商铺,Travel Agency,116.353752,39.931831,zhong shang guo lv,che gong zhuang da jie 2 hao yuan 1 lou 9 hao shang pu,fu cheng men
和平国际Travel Agency,56024063,魏公村,中关村南大街甲6号铸诚大厦B1104室,Travel Agency,116.324905,39.964684,he ping guo ji T r a v e l   A g e n c y,zhong guan cun nan da jie jia 6 hao zhu cheng da sha B 1104 shi,wei gong cun
至活旅游,57011669;56629950,朝阳门,南竹竿胡同2号朝阳门银河SOHOD座3层50332室（近朝阳门、悦荷酒家）,Travel Agency,116.432983,39.920349,zhi huo lv you,nan zhu gan hu tong 2 hao zhao yang men yin he S O H O D zuo 3 ceng 50332 shi （ jin zhao yang men 、 yue he jiu jia ）,zhao yang men
竹园国际Travel Agency,85867676,十里堡,八里庄东里1号莱锦产业园a7,Travel Agency,116.498135,39.914585,zhu yuan guo ji T r a v e l   A g e n c y,ba li zhuang dong li 1 hao lai jin chan ye yuan a 7,shi li bao
德易家生活艺术空间,51303925,酒仙桥,东四环北路6号阳光上东2区1号,Art Gallery,116.480949,39.966141,de yi jia sheng huo yi zhu kong jian,dong si huan bei lu 6 hao yang guang shang dong 2 qu 1 hao,jiu xian qiao
延庆清真寺,,八达岭,岔道村（近八达岭长城）,Religion,115.994644,40.364662,yan qing qing zhen si,cha dao cun （ jin ba da ling chang cheng ）,ba da ling
慧商蓝海旅行网,4000185766,劲松/潘家园,东三环农光南里1号龙辉大厦4楼445室,Travel Agency,116.4618,39.880707,hui shang lan hai lv xing wang,dong san huan nong guang nan li 1 hao long hui da sha 4 lou 445 shi,jing song / pan jia yuan
奥特翔主题乐园,,亚运村,北四环东路73号远洋·未来广场购物中心F3层F3-31-A,Theme Park,116.433014,39.990425,ao te xiang zhu ti le yuan,bei si huan dong lu 73 hao yuan yang · wei lai guang chang gou wu zhong xin F 3 ceng F 3 - 31 - A,ya yun cun
雄腾展览室,66186333;66180081,阜成门,阜成门内大街201号（阜成门地铁站B东北口步行480米）,Exhibition Centre,116.362085,39.924005,xiong teng zhan lan shi,fu cheng men nei da jie 201 hao （ fu cheng men di tie zhan B dong bei kou bu xing 480 mi ）,fu cheng men
容泰创艺展览展示,66085231,阜成门,阜成门内大街乙346号,Exhibition Centre,116.360481,39.923607,rong tai chuang yi zhan lan zhan shi,fu cheng men nei da jie yi 346 hao,fu cheng men
南豆芽清真寺,,朝阳门,豆瓣胡同4号,Religion,116.432549,39.928135,nan dou ya qing zhen si,dou ban hu tong 4 hao,zhao yang men
凯撒旅游,58819980,苏州桥,长春桥路11号万柳亿城中心C1座底商（近万柳亿城大厦）,Travel Agency,116.301559,39.960075,kai sa lv you,chang chun qiao lu 11 hao wan liu yi cheng zhong xin C 1 zuo di shang （ jin wan liu yi cheng da sha ）,su zhou qiao
华汇紫薇公园,136****3846,亚运村,小营北路8号(关庄地铁站C东南口步行430米),City Park,116.428841,39.997177,hua hui zi wei gong yuan,xiao ying bei lu 8 hao ( guan zhuang di tie zhan C dong nan kou bu xing 430 mi ),ya yun cun
豫庐·王镛艺术研究馆,133****6156,和平门,琉璃厂东街115-9号（和平门地铁站c1东南口步行500米）,Art Gallery,116.384712,39.896126,yu lu · wang yong yi zhu yan jiu guan,liu li chang dong jie 115 - 9 hao （ he ping men di tie zhan c 1 dong nan kou bu xing 500 mi ）,he ping men
前门清真寺,,前门/大栅栏,大栅栏街道廊房二条扬威胡同（近大栅栏）,Religion,116.391685,39.896561,qian men qing zhen si,da zha lan jie dao lang fang er tiao yang wei hu tong （ jin da zha lan ）,qian men / da zha lan
鲁班祠,,高碑店,古家具一条街270号附近,Religion,116.540421,39.902924,lu ban ci,gu jia ju yi tiao jie 270 hao fu jin,gao bei dian
老乡亲,63013359,虎坊桥,琉璃厂东街31号附近,Other Attractions/Side Trip,116.387936,39.895293,lao xiang qin,liu li chang dong jie 31 hao fu jin,hu fang qiao
齐白石旧居纪念馆,64040179,安定门,交道口街道雨儿胡同13号院（南锣鼓巷地铁站E西北口步行340米）,Memorial Hall,116.40155,39.935799,qi bai shi jiu ju ji nian guan,jiao dao kou jie dao yu er hu tong 13 hao yuan （ nan luo gu xiang di tie zhan E xi bei kou bu xing 340 mi ）,an ding men
